,Underlying,quarter,timestamp,industry,sector,earnBeatsBefore,earnMissBefore,PostEarningsReturn,1Year,6month,3month,1month,current_ratio,total_debt_equity_ratio,day_sales_outstanding,total_liabilities_total_assets,gross_margin,operating_margin,interest_coverage_ratio,net_profit_margin,roe,changeInCash,changeToLiabilities,changeToNetincome,changeToOperatingActivities,return_factor
1084,NOC,6/30/2018,4/25/2018,Aerospace & Defense,Industrials,3,0,-0.026405545,0.370795537,0.159266802,0.089447493,-0.038594713,2.518628215,0.835286458,276.9339272,0.779278632,0.232368226,0.144617669,0.144617669,0.109725316,0.144617669,-0.082553766,-0.021759174,-0.046008119,0.181434599,flat
895,KNX,6/30/2018,4/26/2018,Trucking,Industrials,2,1,-0.069298168,0.6875,0.046979866,-0.091849935,-0.07793345,1.448196508,0.116517338,178.627554,0.30653966,0.233786106,0.068323353,0.068323353,0.055355384,0.068323353,-0.193372398,-0.00519069,-0.249644705,0.062983568,down
1161,P,6/30/2018,5/4/2018,Broadcasting - Radio,Consumer Cyclical,2,1,0.18087123,-0.46461825,-0.213406293,0.118677043,0.183127572,3.620927329,5.306681391,308.2330461,0.49903122,0.234324146,-0.382877084,-0.382877084,-0.412566997,-0.382877084,-0.098607896,0.020255493,-0.206932159,1.410943158,up
785,HUN,6/30/2018,5/1/2018,Chemicals,Basic Materials,3,0,-0.025171397,0.201857085,-0.001006711,-0.139346632,0.053432413,1.944867499,1.128178694,223.7712418,0.647855741,0.235294118,0.129847495,0.129847495,0.119389978,0.129847495,0.439189189,0.005191808,0.941605839,-0.099750623,flat
1132,ODP,6/30/2018,5/9/2018,Specialty Retail,Consumer Cyclical,2,1,-0.092781733,-0.536203523,-0.26625387,-0.233009709,0.150485437,1.39031339,0.97635605,124.3321555,0.659624413,0.235689046,0.033215548,0.033215548,0.014487633,0.033215548,0.18724559,0,0.951219512,0.396313364,down
1138,OKE,6/30/2018,5/2/2018,Oil & Gas Midstream,Energy,2,1,0.033807868,0.14089023,0.118528107,0.029967649,0.068727915,0.629374431,0.306029176,99.33330797,0.581967688,0.236632102,0.135267435,0.135267435,0.085268032,0.135267435,-1.128476594,-0.037750122,0.286683201,-0.195436898,flat
1209,PHM,6/30/2018,4/24/2018,Residential Construction,Consumer Cyclical,2,1,0.028392535,0.235849057,0.037437005,-0.180085349,0.005933682,4.199005875,0.476098082,40.22221286,0.559604055,0.23673654,0.114420487,0.114420487,0.086672051,0.114420487,-0.804801719,0.002408805,0.202375375,1.040754262,flat
1522,UNH,6/30/2018,4/17/2018,Health Care Plans,Healthcare,3,0,0.035109286,0.396217265,0.193862741,0.007347796,0.010796103,0.671390781,1.422980674,120.9656085,0.666218848,0.238113358,0.073439878,0.073439878,0.051387983,0.073439878,0.343254947,0.079117741,0.087799718,-0.229298602,flat
1615,WERN,6/30/2018,4/20/2018,Trucking,Industrials,2,1,-0.04215444,0.523326572,0.082132565,-0.08190709,-0.043312102,1.941798042,0.174590967,206.9557602,0.334207443,0.240081467,0.057593605,0.057593605,0.049418501,0.057593605,0.609915182,0.00627647,0.096774194,0.07839819,down
1469,TRN,6/30/2018,4/26/2018,Railroads,Industrials,3,0,0.002525254,0.182361734,-0.08183401,-0.108983385,-0.010940919,3.329335332,0.134064363,163.8175147,0.490281735,0.240226152,0.114038253,0.114038253,0.048357994,0.114038253,-0.273584906,0.001721763,0.718905473,-0.237190558,flat
62,AES,6/30/2018,5/8/2018,Utilities - Diversified,Utilities,2,1,-0.053124524,0.092756184,0.146431881,0.166981132,0.086040386,1.115258409,1.52709051,199.5510949,0.828538974,0.240510949,0.220072993,0.220072993,0.249635036,0.220072993,0.313531353,-0.002445531,-0.288011696,-0.052631579,down
164,ANTM,6/30/2018,4/25/2018,Health Care Plans,Healthcare,3,0,0.059693469,0.336025177,0.155683394,-0.101796407,0.017731138,1.493546993,0.91646429,138.634222,0.631483594,0.243745536,0.088110418,0.088110418,0.058230072,0.088110418,0.220640954,0.019050294,0.033371429,-0.391168902,up
641,FTK,6/30/2018,5/10/2018,Oil & Gas Equipment & Services,Energy,2,1,-0.023779192,-0.627069133,-0.267686424,-0.243083004,-0.400625978,1.969892053,0.268344232,290.354617,0.211346961,0.24481129,-0.111177209,-0.111177209,0.001107145,-0.111177209,-0.6,0.015808069,-66.62686567,0.400323322,flat
1351,SNE,6/30/2018,4/27/2018,Consumer Electronics,Technology,2,1,-0.097904215,0.49434187,0.331034483,0.03677686,0.043677205,0.920924872,1.894117881,226.230286,0.808221147,0.247147478,0.017895631,0.017895631,-0.008665589,0.017895631,0.162263944,-0.011579014,-14.86752645,-0.070496079,down
538,EMES,6/30/2018,5/1/2018,Oil & Gas Equipment & Services,Energy,2,1,0.032347834,-0.4296875,0.050359712,-0.173272933,0.224832215,2.139345508,0.808721002,228.2933958,0.825041095,0.248318501,0.122491803,0.122491803,0.013920375,0.122491803,0.340660605,-0.011749503,0.996635262,-0.146872673,flat
1206,PH,6/30/2018,4/26/2018,Diversified Industrials,Industrials,3,0,-0.034584185,0.018460235,-0.079838136,-0.194224968,-0.012268138,1.585597562,0.597667125,240.8794546,0.638103847,0.249118904,0.139007694,0.139007694,0.097607712,0.139007694,0.05943761,0.012832007,0.03879898,0.02897716,flat
418,CSTE,6/30/2018,5/9/2018,Building Materials,Basic Materials,0,3,-0.34245214,-0.540473225,-0.211538462,-0.11722488,-0.082089552,2.96122313,0.269908321,306.635626,0.256382619,0.251686781,0.028840641,0.028840641,0.010973261,0.028840641,-0.237229175,-0.025328393,1.324179504,0.834064676,down
1635,WLK,6/30/2018,5/3/2018,Specialty Chemicals,Basic Materials,2,1,-0.026090068,0.678066221,0.260656312,-0.041296625,0.002228205,1.790078645,0.321532776,192.6860465,0.513874526,0.252093023,0.189767442,0.189767442,0.133488372,0.189767442,-0.799059929,-0.002180111,0.108013937,-0.275555556,flat
1419,TCX,6/30/2018,5/10/2018,Internet Content & Information,Technology,0,3,-0.047364812,0.067489712,0.080833333,0.183394161,0.125868056,0.839316472,2.632966036,58.33481691,0.808386086,0.25313648,0.059454856,0.059454856,0.039079962,0.059454856,-0.088093082,-0.027054604,0.078240678,0.975944091,down
1588,VSAT,6/30/2018,5/25/2018,Communication Equipment,Technology,1,2,0.012866051,-0.060380228,-0.170069855,-0.133884761,-0.036494074,1.313203575,0.253900301,222.2069393,0.458714704,0.255477972,-0.075172288,-0.075172288,-0.045365843,-0.075172288,-1.264941354,0.017048059,-0.633360072,0.563599779,flat
942,LPX,6/30/2018,5/7/2018,Building Materials,Basic Materials,1,2,-0.006731646,0.123809524,0.044247788,-0.014956522,-0.041299932,5.915824916,0.142071275,90.55041227,0.330825864,0.255750036,0.183133227,0.183133227,0.131491393,0.183133227,-0.035949537,-0.045960329,0.073707371,-0.039087948,flat
1474,TROX,6/30/2018,5/10/2018,Chemicals,Basic Materials,2,1,0.002849817,0.01447597,-0.321981424,-0.110659898,-0.077894737,8.196875,0.386007238,279.1176471,0.787361054,0.260180995,0.133484163,0.133484163,-0.099547511,0.133484163,-0.037243948,-0.012026144,-1,0.25,flat
548,ENPH,6/30/2018,5/2/2018,Semiconductor Equipment & Materials,Technology,3,0,0.131373894,2.383333333,1.985294118,1,-0.04245283,1.425982543,-3.328464576,362.631767,1.146856938,0.261747556,-0.035371291,-0.035371291,-0.073286457,-0.035371291,0.452746221,-0.052809852,-0.423361934,-0.068432014,up
1543,UTX,6/30/2018,4/24/2018,Aerospace & Defense,Industrials,3,0,-0.011076836,0.073658579,0.033224538,-0.086901856,0.009402338,1.323029054,0.81047357,351.7333683,0.669697,0.26249836,0.140204698,0.140204698,0.08509382,0.140204698,-0.171383853,0.018563309,-0.34926754,-0.026490066,flat
82,AHL,6/30/2018,5/3/2018,Insurance - Reinsurance,Financial Services,3,0,-0.01087624,-0.203827751,-0.03255814,0.113788487,-0.075555556,1.603985276,1.935287092,1246.703962,0.78353864,0.264490095,0.061995598,0.061995598,0.056126192,0.061995598,0.154062074,0.02656321,1.336601307,1.917752443,flat
1212,PII,6/30/2018,4/24/2018,Recreational Vehicles,Consumer Cyclical,2,1,-0.09782949,0.475934522,0.146735004,-0.097280335,0.071194255,1.242343842,1.144877766,55.08826687,0.697645706,0.265908357,0.067538202,0.067538202,0.042242842,0.067538202,0.178706036,0.021431386,0.236475572,21.14142364,down
580,EXC,6/30/2018,5/2/2018,Utilities - Diversified,Utilities,1,2,0.005712172,0.169531022,-0.002484472,0.048576652,0.036129032,1.135920418,0.335847309,199.3134221,0.721709481,0.266790467,0.123903848,0.123903848,0.060352832,0.123903848,-0.115628971,-0.005340248,1.196581197,-0.710386152,flat
384,COL,6/30/2018,4/27/2018,Aerospace & Defense,Industrials,2,1,0.000300797,0.264599582,-0.01598579,-0.040415704,-0.0172949,1.61071093,0.481380974,274.587156,0.63715847,0.266972477,0.177981651,0.177981651,0.108715596,0.177981651,0.127245509,0.002487136,0.198312236,0.120879121,flat
1044,MX,6/30/2018,5/1/2018,Semiconductors,Technology,1,2,0.153386446,0.1,-0.10952381,-0.25498008,-0.010582011,2.476617087,-4.64251353,299.1424384,1.052089206,0.268853388,0.044500329,0.044500329,0.016662747,0.044500329,-0.044170673,0.013193804,1.433948607,4.19255292,up
215,AVY,6/30/2018,4/25/2018,Business Equipment,Industrials,3,0,0.011977321,0.27850558,0.05706549,-0.119759479,-0.003403933,1.120543865,1.910066991,254.7849583,0.793636966,0.272123396,0.106057194,0.106057194,0.070479622,0.106057194,-0.1968,0,0.293929712,-11.90625,flat
113,ALL,6/30/2018,5/2/2018,Insurance - Property & Casualty,Financial Services,3,0,-0.043073339,0.204907975,0.047690174,-0.00253936,0.032380151,0.477415708,1.940116335,218.7758444,0.794534333,0.274616172,0.135926305,0.135926305,0.099795292,0.135926305,-0.371111111,-0.002266364,0.301538462,-1.092651757,down
1060,NCR,6/30/2018,5/2/2018,Information Technology Services,Technology,3,0,-0.110546044,-0.264983483,-0.037094281,-0.165773969,0.00128576,1.513557484,3.078464107,327.4653922,0.811542992,0.276862228,0.07976269,0.07976269,0.013183916,0.07976269,-0.540229885,-0.000322529,2.5,0.928571429,down
1666,WY,6/30/2018,4/27/2018,Lumber & Wood Production,Basic Materials,2,1,0.009504484,0.069760654,0.051046745,-0.028624437,0.046544832,2.1064764,0.101323546,98.83378016,0.49728823,0.277211796,0.196782842,0.196782842,0.144235925,0.196782842,-0.377926421,-0.019451315,0.256505576,-0.036764706,flat
438,CVX,6/30/2018,4/27/2018,Oil & Gas Integrated,Energy,1,2,0.019136288,0.171003017,0.041851883,-0.049215461,0.108117752,1.035781913,0.203716513,159.9716415,0.40896577,0.278970196,0.095529359,0.095529359,0.101145463,0.095529359,0.243427157,-0.007694801,-0.24628917,-0.097560976,flat
826,IONS,6/30/2018,5/4/2018,Biotechnology,Healthcare,3,0,0.064281037,-0.139670627,-0.277359482,-0.216739419,-0.029854255,5.376537201,0.705538652,93.15374016,0.702129182,0.279409219,-0.022857103,-0.022857103,-0.009832501,-0.022857103,0.430210325,-0.044859002,-14.38450704,-0.247474364,up
850,IVC,6/30/2018,5/8/2018,Medical Devices,Healthcare,1,2,-0.064178226,0.284722222,0.209150327,0.027777778,0.051136364,2.096981256,0.502375364,225.211128,0.603973458,0.280591411,-0.020024466,-0.020024466,-0.05951236,-0.020024466,-0.172024592,0.004280107,-0.129713638,0.527605371,down
308,CAT,6/30/2018,4/24/2018,Farm & Construction Equipment,Industrials,3,0,-0.064023469,0.632633588,0.170581528,-0.098894025,0.067225726,1.36329465,1.802051822,222.1961272,0.804240265,0.281981492,0.166342639,0.166342639,0.129481297,0.166342639,-0.055871481,0.007746007,0.09009009,-0.981818182,down
1519,UIS,6/30/2018,5/2/2018,Information Technology Services,Technology,2,1,0.082476222,-0.051502146,0.284883721,0.241573034,0.0625,1.490327631,-0.687235841,277.6658667,1.505549588,0.284020327,0.143704122,0.143704122,0.057312253,0.143704122,-0.123552712,-0.034377064,0.115763547,-0.394422311,up
340,CHK,6/30/2018,5/2/2018,Oil & Gas E&P,Energy,3,0,-0.016920877,-0.438794727,-0.209549072,-0.179063361,0.020547945,0.519966015,-1.244843998,160.6712775,1.008025815,0.284377543,0.133848657,0.133848657,0.119202604,0.133848657,-0.25,0,-0.092150171,0.158536585,flat
1570,VNET,6/30/2018,5/18/2018,Information Technology Services,Technology,3,0,-0.045230175,0.340344168,-0.02367688,-0.139877301,0.137987013,2.303435461,0.366113382,273.3831836,0.476407563,0.284605346,0.06762908,0.06762908,0.041010783,0.06762908,-0.04714122,0.004194353,-1.18136419,-0.036482948,down
1527,UNM,6/30/2018,5/2/2018,Insurance - Life,Financial Services,2,1,-0.185751231,0.027676464,-0.086749285,-0.10750885,0.015475938,7.264035624,0.12056424,218.6148089,0.849243719,0.285280728,0.131500897,0.131500897,0.094323355,0.131500897,0.749433474,0,-0.295429616,0.185395132,down
65,AET,6/30/2018,5/1/2018,Health Care Plans,Healthcare,3,0,-0.001900716,0.325608944,0.002519597,-0.075823268,0.065076438,1.044736708,1.200939139,135.6462341,0.718482356,0.286142811,0.105119009,0.105119009,0.078839257,0.105119009,0.482412698,0,-0.05624483,0.662077222,flat
1591,VSH,6/30/2018,5/8/2018,Semiconductors,Technology,2,1,0.084993213,0.123867069,-0.132867133,-0.118483412,0.019178082,4.337917712,0.349689172,191.7368355,0.57566118,0.286413828,0.14026744,0.14026744,0.087006745,0.14026744,0.109051907,0,0.246640798,-1.552657974,up
279,BMRN,6/30/2018,4/26/2018,Biotechnology,Healthcare,1,2,0.011948447,-0.134409173,-0.057020588,-0.106912039,0.044720656,2.897471269,0.275550471,311.1922441,0.389346136,0.286964415,-0.103738951,-0.103738951,-0.118220256,-0.103738951,-0.261715684,-0.028991783,-0.994156153,-0.033334117,flat
500,DVA,6/30/2018,5/4/2018,Medical Care,Healthcare,1,2,0.047510477,-0.047404063,0.042146855,-0.183752418,-0.013865088,2.942658972,0.643468437,289.5468656,0.692932754,0.287121372,0.143771336,0.143771336,0.062577308,0.143771336,-0.198682546,-0.00478676,0.53464737,-0.099145646,up
1271,RHP,6/30/2018,5/1/2018,REIT - Hotel & Motel,Real Estate,1,2,0.000255135,0.228911885,0.195546065,0.017789897,0.031723049,1.552267136,0.603067878,226.4458048,0.859359919,0.288674584,0.151710045,0.151710045,0.095663828,0.151710045,0.118851626,-0.005176753,0.135410951,0.066563467,flat
1339,SLCA,6/30/2018,4/24/2018,Industrial Metals & Minerals,Basic Materials,2,1,0.005784543,-0.319180449,-0.0302391,-0.270177296,0.055491772,3.162301763,0.156686374,248.3404998,0.413541086,0.293526088,0.129231844,0.129231844,0.084735712,0.129231844,-0.16708041,-0.029275042,0.327155365,0.758829517,flat
863,JCI,6/30/2018,5/1/2018,Engineering & Construction,Industrials,2,1,0.059321215,-0.185229733,-0.196822386,-0.162876915,-0.001768347,1.116357351,0.5265881,329.2080268,0.557274984,0.296989967,0.085217391,0.085217391,0.058595318,0.085217391,-1.059701493,0.003664188,-0.068493151,-0.232628399,up
945,LUV,6/30/2018,4/26/2018,Airlines,Industrials,2,1,-0.009894601,-0.05710282,-0.083900613,-0.134705031,-0.050449815,0.670343479,0.744568042,50.20226537,0.622828687,0.297532362,0.118122977,0.118122977,0.093648867,0.118122977,0.179473106,0.022979098,0.194384449,-0.177644711,flat
829,IP,6/30/2018,4/26/2018,Packaging & Containers,Consumer Cyclical,3,0,-0.020782913,-0.003911343,-0.081888412,-0.159912033,0.025896796,1.625979843,0.616287095,247.012987,0.786511901,0.297633873,0.091264899,0.091264899,0.129692226,0.091264899,0.294258373,0.000410984,-0.348422497,-0.030165913,flat
1806,MHK,6/30/2018,4/27/2018,Home Furnishings & Fixtures,Consumer Cyclical,3,0,-0.044275722,-0.046779945,-0.147499156,-0.179101781,-0.007383459,1.53690176,0.381020948,255.707391,0.412681965,0.298146673,0.126649012,0.126649012,0.08654582,0.126649012,0.260869187,-0.00274914,0.214254237,0.000627633,down
635,FSLR,6/30/2018,4/27/2018,Solar,Technology,3,0,0.037513384,1.589858572,0.544538161,0.065871664,0.083092902,6.808813916,0.107326649,292.5192547,0.245726836,0.304616008,0.130915886,0.130915886,0.146229716,0.130915886,-0.206040559,0.001135757,-0.834938699,0.425230756,flat
88,AIMC,6/30/2018,4/27/2018,Diversified Industrials,Industrials,2,1,-0.030129741,0.101886792,-0.096907216,-0.177464789,-0.040525739,2.582590346,0.346558053,236.3628762,0.559987086,0.308779666,0.085791543,0.085791543,0.0374441,0.085791543,-0.120656953,-0.011262208,0.711143206,-0.532478166,flat
957,MAT,6/30/2018,4/27/2018,Leisure,Consumer Cyclical,0,3,0.013499317,-0.375614113,-0.092207792,-0.159855769,0.067175573,2.250523968,1.004797113,348.381126,0.814771997,0.30898031,-0.355263901,-0.355263901,-0.439392014,-0.355263901,-1.048930749,-0.084990735,-0.311386557,0.231679161,flat
480,DISH,6/30/2018,5/8/2018,Pay TV,Communication Services,1,2,-0.128571107,-0.449675325,-0.297700435,-0.242119383,-0.117647059,0.738557567,0.640607649,63.49905175,0.743774427,0.310059283,0.153103366,0.153103366,0.106277687,0.153103366,0.300591061,0,0.335131679,0.090264001,down
506,DXC,6/30/2018,5/25/2018,Information Technology Services,Technology,3,0,-0.056639344,0.279025016,0.0068673,-0.041161762,-0.03773767,0.976146975,0.730481204,342.9051478,0.592081601,0.313155386,0.167937718,0.167937718,0.088973626,0.167937718,-0.104984894,0.00169289,-1.796428571,-0.027104137,down
17,ABB,6/30/2018,4/19/2018,Diversified Industrials,Industrials,2,1,0.033944177,0.057232988,-0.060472567,-0.159139785,-0.019230769,1.151713814,1.446211273,459.9837719,0.679955932,0.313898226,0.107221514,0.107221514,0.066303466,0.107221514,-0.087457953,-0.007223629,0.153846154,1.27027027,flat
693,GPC,6/30/2018,4/19/2018,Specialty Retail,Consumer Cyclical,1,2,-0.035881286,0.013534502,-0.048432455,-0.117124082,0.006389072,1.316830025,1.640268495,210.1958826,0.72088165,0.314372999,0.053850015,0.053850015,0.038500803,0.053850015,0.033972139,0,0.006620379,-0.706389529,flat
1778,FIS,6/30/2018,5/1/2018,Business Services,Industrials,3,0,0.048203341,0.128043711,-0.010110486,-0.075177719,0.002745222,0.978773585,0.363601715,311.8223621,0.565212047,0.315585673,0.169893514,0.169893514,0.088092933,0.169893514,0.082758621,-0.009569378,0.038461538,-0.293785311,up
441,CX,6/30/2018,4/27/2018,Building Materials,Basic Materials,1,2,-0.036310224,-0.291986828,-0.215328467,-0.219128329,-0.010736196,0.732664203,0.514536488,201.5290547,0.623300002,0.318222859,0.09900624,0.09900624,0.007700175,0.09900624,-1.39733392,-0.011876653,9.615712666,-2.064670165,flat
1769,ETN,6/30/2018,5/1/2018,Diversified Industrials,Industrials,2,1,-0.015716624,-0.008064516,-0.056226415,-0.123378899,-0.034238641,1.506486286,0.31257603,287.356694,0.470399167,0.319558179,0.120548467,0.120548467,0.092934679,0.120548467,-0.769716088,0,0.163934426,-1.353982301,flat
1463,TOT,6/30/2018,4/26/2018,Oil & Gas Integrated,Energy,2,1,0.014540481,0.189546238,0.149066026,0.051091186,0.098479491,1.411927806,0.479143803,149.8547076,0.518761478,0.321814654,0.091749053,0.091749053,0.060888848,0.091749053,-0.102784793,0,-0.135432473,-1.548294089,flat
85,AIG,6/30/2018,5/3/2018,Insurance - Diversified,Financial Services,0,3,-0.054330648,-0.10872745,-0.153442421,-0.142052566,0.011434895,0.65732168,1.597958339,346.1749637,0.873068439,0.321919563,0.130048672,0.130048672,0.080095637,0.130048672,-0.17403709,0,0.186567164,4.352878465,down
1410,SYNA,6/30/2018,5/10/2018,Software - Application,Technology,3,0,-0.018030248,-0.186657328,0.269125683,0.132926829,-0.02579698,2.49569127,0.383532117,239.1954315,0.517974648,0.322335025,-0.015228426,-0.015228426,-0.034771574,-0.015228426,0.110091743,0.015645895,-0.98540146,-0.404129794,flat
1146,OPK,6/30/2018,5/9/2018,Drug Manufacturers - Specialty & Generic,Healthcare,1,2,0.256133715,-0.555862069,-0.509893455,-0.258064516,0.045454545,1.098306385,0.174454714,263.4341974,0.293005451,0.323748401,-0.160257969,-0.160257969,-0.16913155,-0.160257969,0.084488158,-0.033831372,-0.114185647,0.099268018,up
68,AFL,6/30/2018,4/26/2018,Insurance - Life,Financial Services,3,0,0.00592822,-0.394614051,-0.461456357,-0.486486486,0.044388224,0.359706362,0.858154568,60.5215959,0.835181465,0.324121523,0.189970717,0.189970717,0.131222548,0.189970717,0.144362745,0,-0.345885635,0.462035541,flat
369,CMG,6/30/2018,4/26/2018,Restaurants,Consumer Cyclical,2,1,0.218656591,-0.280312023,0.059510064,0.030315904,0.0512757,1.716320919,0.269287304,8.48331631,0.349663209,0.324245884,0.085046373,0.085046373,0.051764329,0.085046373,0.203465351,0.023509713,0.375449988,0.10423835,up
860,JBLU,6/30/2018,4/24/2018,Airlines,Industrials,3,0,-0.019270373,-0.075243846,-0.02114061,-0.118636565,-0.04462572,0.525477707,0.534809453,52.23204105,0.531564775,0.326111745,0.072976055,0.072976055,0.050171038,0.072976055,0.414872798,0,0.272727273,0.536437247,flat
1677,XOM,6/30/2018,4/27/2018,Oil & Gas Integrated,Energy,1,2,-0.038706376,-0.006633907,-0.031268719,-0.084983592,0.110561736,0.801164063,0.32044422,135.5577788,0.441237178,0.326317531,0.085784351,0.085784351,0.069957424,0.085784351,0.229818182,0,-0.204731183,0.041202019,flat
918,LITE,6/30/2018,5/2/2018,Communication Equipment,Technology,2,1,0.105360516,0.204805492,-0.158945687,0.171301446,-0.128311258,5.559791123,0.218457677,201.189759,0.359372942,0.327309237,0.085676037,0.085676037,0.009036145,0.085676037,-0.143099548,-0.016312317,11.81481481,-0.033648791,up
274,BLDP,6/30/2018,5/2/2018,Diversified Industrials,Industrials,0,3,-0.037155977,0.03785489,-0.327198364,-0.091160221,-0.020833333,2.813330489,0.284268709,251.4121453,0.304838535,0.329716277,-0.300696864,-0.300696864,-0.273768044,-0.300696864,-0.147386461,-0.139876719,-0.259272727,-0.028575392,flat
853,IVZ,6/30/2018,4/26/2018,Asset Management,Financial Services,3,0,-0.029379898,-0.044451352,-0.174986581,-0.182664185,-0.019770408,14.0625629,0.134048318,428.0767812,0.700465858,0.331391061,0.243546246,0.243546246,0.187269509,0.243546246,-0.186307308,-0.017044351,0.15754234,-0.061302682,flat
1451,TK,6/30/2018,5/17/2018,Oil & Gas Integrated,Energy,1,2,-0.104126709,0.214574899,-0.004424779,0.179554391,-0.004424779,0.732070313,1.283245112,227.111811,0.634540806,0.331958622,0.099753313,0.099753313,-0.052167138,0.099753313,0.055638689,0,-0.097591827,-0.35140441,down
763,HP,6/30/2018,4/26/2018,Oil & Gas Drilling,Energy,2,1,-0.006397797,0.103073865,0.386049193,0.010507145,0.084987966,3.324611608,0.075543736,344.6883723,0.28085235,0.332352065,0.002929951,0.002929951,-0.020570267,0.002929951,-0.146073054,-0.006874066,-1.789712939,0.01499451,flat
1190,PCG,6/30/2018,5/3/2018,Utilities - Regulated Electric,Utilities,1,2,-0.033247743,-0.313220542,-0.199057098,0.081074711,0.05545329,0.846098266,0.350717146,368.239645,0.706796373,0.333086785,0.147682446,0.147682446,0.108974359,0.147682446,-2.118055556,0.000498225,0.404977376,-0.021825397,flat
1812,NWL,6/30/2018,5/4/2018,Household & Personal Products,Consumer Defensive,2,1,0.035336765,-0.413148637,-0.345512506,-0.025912409,0.017925248,1.722544175,0.348024542,472.3576787,0.576708874,0.334068844,-0.0114188,-0.0114188,0.02940203,-0.0114188,-0.058169935,-0.014806679,-1.577861163,0.453074434,flat
1481,TSCO,6/30/2018,4/26/2018,Specialty Retail,Consumer Cyclical,2,1,0.069410858,-0.042641626,0.064350505,-0.229176996,0.046265141,1.956824649,0.772083655,1.044312767,0.590607169,0.33492701,0.056300995,0.056300995,0.042446347,0.056300995,0.175606882,0.082318576,0.119972562,0.570095595,up
1734,BPL,6/30/2018,5/4/2018,Oil & Gas Midstream,Energy,0,3,-0.066907904,-0.385972716,-0.220297496,-0.233006112,0.094055482,1.165419061,0.092767438,88.63005397,0.501817579,0.336215298,0.143278069,0.143278069,0.094981426,0.143278069,0.67004692,-0.01386959,-0.072980164,-0.0967141,down
888,KMB,6/30/2018,4/23/2018,Household & Personal Products,Consumer Defensive,3,0,-0.015210568,-0.237750514,-0.147229327,-0.133864404,-0.069315221,0.804914594,21.05362776,190.562249,0.963732601,0.338406257,0.17353625,0.17353625,0.019657578,0.17353625,0.015974441,0,1.451612903,0.1900369,flat
1803,INSG,6/30/2018,5/9/2018,Communication Equipment,Technology,2,1,-0.049029427,0.142076503,0.471830986,0.094240838,0.024509804,0.934099154,-1.210834553,147.3183832,1.330895992,0.344916868,-0.037040207,-0.037040207,-0.172255152,-0.037040207,-0.315665343,-0.045916822,-0.364223602,-0.877625571,down
1117,NVTA,6/30/2018,5/10/2018,Diagnostics & Research,Healthcare,0,3,0.104177384,-0.395301328,-0.272727273,-0.070643642,0.053380783,2.531281033,0.345674774,283.468252,0.510720387,0.346752918,-1.300531242,-1.300531242,-1.305337718,-1.300531242,0.346472917,-0.014789341,-0.152768549,0.119597593,up
740,HCLP,6/30/2018,5/2/2018,Industrial Metals & Minerals,Basic Materials,2,1,0.036367644,-0.15625,0.197044335,-0.076045627,0.168269231,1.928951951,0.118934711,225.8848854,0.274066537,0.349039259,0.262451115,0.262451115,0.247344267,0.262451115,0.44012657,-0.005390651,0.011325511,-0.086206129,flat
1800,INFY,6/30/2018,4/13/2018,Information Technology Services,Technology,3,0,-0.08032037,0.193505633,0.220189702,0.060035315,-0.020130577,3.545748614,0.217269076,367.4723708,0.187270502,0.349376114,0.247771836,0.247771836,0.203565062,0.247771836,-0.058204538,0.015250545,-0.208406305,0.108737864,down
670,GLNG,6/30/2018,2/28/2018,Shipping & Ports,Industrials,0,3,-0.009209864,0.013754647,0.267193309,0.117165096,-0.035373187,0.463957525,0.551530977,134.485874,0.62781487,0.351321952,-0.108339628,-0.108339628,-0.317298686,-0.108339628,-0.284853231,-0.001674348,-0.998714408,0.779421181,flat
752,HIG,6/30/2018,4/27/2018,Insurance - Diversified,Financial Services,3,0,0.04458502,0.085013511,-0.048833819,-0.10753975,0.009085637,1.042918268,12.19873697,311.298313,0.939339813,0.351484091,0.128763613,0.128763613,0.127482383,0.128763613,0.210526316,0,-0.142378559,-0.591292135,up
684,GNRC,6/30/2018,5/2/2018,Diversified Industrials,Industrials,3,0,0.008414576,0.265334834,-0.134859561,-0.108975629,-0.006626905,2.100744722,0.723838209,240.653591,0.699346512,0.352054905,0.141705689,0.141705689,0.084612986,0.141705689,0.052612854,-0.006496796,0.226363501,0.495028998,flat
869,JOE,6/30/2018,5/5/2017,Real Estate - General,Real Estate,3,0,-0.00873368,0.036658654,0.002906977,0.032934132,0.029850746,10.74714242,0.035266432,291.4338563,0.383752716,0.352409818,0.136269091,0.136269091,0.176591193,0.136269091,-0.482122406,0,0.923271075,-2.588296761,flat
1054,NBR,6/30/2018,5/2/2018,Oil & Gas Drilling,Energy,0,3,0.036367644,-0.281065089,0.313513514,-0.079545455,0.101208459,1.948772084,0.283003298,397.834857,0.645365748,0.352483131,-0.061338011,-0.061338011,-0.196407217,-0.061338011,0.081849613,-0.02670624,-0.175144416,-0.004676616,flat
1742,CI,6/30/2018,5/3/2018,Health Care Plans,Healthcare,3,0,0.003012399,0.088268721,-0.128262189,-0.172738181,0.021150542,0.773712737,1.19577316,110.8150264,0.774409655,0.355623902,0.112214411,0.112214411,0.080404218,0.112214411,-0.07253699,-0.00390617,0.039344262,0.453333333,flat
