Underlying,quarter,1Year,1month,3month,6month,industry,sector,current_ratio,total_debt_equity_ratio,day_sales_outstanding,total_liabilities_total_assets,gross_margin,operating_margin,interest_coverage_ratio,net_profit_margin,roe,changeInCash,changeToLiabilities,changeToNetincome,changeToOperatingActivities,return_factor
APA,9/30/2017,-0.040648779,0.005456453,-0.018237705,-0.170820353,Oil & Gas E&P,Energy,1.529006085,0.351590358,300.8819294,0.616349897,0.714182865,-0.059035277,-0.059035277,0.045356371,-0.059035277,0.148970748,0.002897905,-2.492063492,-0.009025271,down
APA,12/31/2017,-0.290609777,-0.064466105,-0.041534271,-0.118371608,Oil & Gas E&P,Energy,1.452808112,0.345738943,326.8475366,0.598987319,0.854194407,0.245672437,0.245672437,0.303595206,0.245672437,-0.164268585,0.004645495,-0.719298246,0.047904192,flat
APA,3/31/2018,-0.334406871,-0.221268579,-0.096648859,-0.058704453,Oil & Gas E&P,Energy,1.388983775,0.312183418,295.566092,0.592997109,0.75,0.275862069,0.275862069,0.083333333,0.275862069,-0.548746518,0.005107568,0.4,-0.247154472,down
APA,6/30/2018,-0.152878069,0.075150563,-0.084911968,0.00612595,Oil & Gas E&P,Energy,1.357698962,0.302617801,273.8920602,0.589456869,0.772703684,0.317592112,0.317592112,0.101193565,0.317592112,-0.108024691,-0.001548587,0.415384615,0.191374663,down
APC,9/30/2017,-0.151290143,0.017809439,-0.239014647,-0.357684743,Oil & Gas E&P,Energy,2.029052403,0.341587832,263.1915709,0.677193471,0.664750958,-0.22835249,-0.22835249,-0.267816092,-0.22835249,-0.144163017,0.006265836,-0.184549356,-0.205007825,flat
APC,12/31/2017,-0.169414536,0.002029633,0.105463502,-0.049663138,Oil & Gas E&P,Energy,1.731182796,0.365183246,219.45595,0.672337594,0.69756739,0.059171598,0.059171598,0.320841552,0.059171598,-0.153305513,0.002226463,-0.68442623,0.009352518,flat
APC,3/31/2018,-0.168017366,0.037912981,0.16117956,0.29569529,Oil & Gas E&P,Energy,1.168145332,0.541585631,216.5152016,0.713798812,0.76569729,0.122273629,0.122273629,0.039986781,0.122273629,-0.354061291,0.001534789,1.809917355,-0.027972028,flat
APC,6/30/2018,0.173813305,0.123648649,0.113305439,0.362835485,Oil & Gas E&P,Energy,0.853510227,0.609638284,219.9447601,0.720186948,0.767676768,0.112373737,0.112373737,0.00915404,0.112373737,-0.453252908,0.001554789,9.413793103,-0.132244898,flat
ARCH,12/31/2017,-0.018455229,-0.018991666,-0.073309241,-0.039336366,Coal,Basic Materials,2.487402756,0.501724824,144.3998463,0.66364203,0.213125362,0.093702594,0.093702594,0.158873919,0.093702594,-0.091262569,0.009187322,-0.554970408,-0.315887117,up
ARNA,9/30/2017,12.42528736,0.270255574,18.14754098,13.6,Biotechnology,Healthcare,4.418111725,0.314353527,661.2065929,0.372892954,-1.550075491,-2.530322094,-2.530322094,-4.070583795,-2.530322094,0.530874872,-0.000531997,-0.419373783,0.034900868,down
ARNA,12/31/2017,17.97959184,0.068147014,0.345875543,22.44537815,Biotechnology,Healthcare,3.889004106,0.349162901,341.6707889,0.389451035,-0.348021349,-0.885186149,-0.885186149,-0.890653476,-0.885186149,2.249501061,0,-0.298889214,-0.011383479,down
ARNA,3/31/2018,26.27777778,-0.026276648,0.234443746,0.616460905,Biotechnology,Healthcare,15.28113904,0.072803376,3528.957265,0.147830387,-11.29230769,-17.64615385,-17.64615385,-18.21253561,-17.64615385,0.692260448,-0.038329073,-0.127960454,-0.011383479,down
ARNA,6/30/2018,33.44262295,0.164957028,0.074130879,0.471288515,Biotechnology,Healthcare,28.74599608,0.037429452,355.7699049,0.123473869,-5.698798197,-8.303955934,-8.303955934,-7.970205308,-8.303955934,-0.029775526,0.045565407,-0.111173939,0.357871855,flat
ARNC,9/30/2017,1.378301887,-0.003557312,-0.030384615,0.184124002,Diversified Industrials,Industrials,2.296600672,0.454499151,171.7846106,0.690128398,0.188504326,0.089307787,0.089307787,0.036773795,0.089307787,0.016528926,-0.001883097,0.672268908,-0.877906977,flat
ARNC,12/31/2017,-0.094122024,-0.068120934,-0.060570988,-0.097479615,Diversified Industrials,Industrials,2.258498584,0.581668383,153.3200856,0.736937707,0.188015897,0.090797921,0.090797921,-0.222256191,0.090797921,0.155813953,0.011309265,-1.705639615,-0.263071895,flat
ARNC,3/31/2018,0.15515873,-0.007162347,0.15883758,0.149230162,Diversified Industrials,Industrials,2.10385439,0.537502398,176.1959361,0.710082881,0.196516691,0.098693759,0.098693759,0.041509434,0.098693759,-0.784232365,0.001082167,0.93006993,0.76146789,down
ARNC,6/30/2018,-0.175606172,-0.026041667,-0.272373541,-0.097345133,Diversified Industrials,Industrials,2.040644945,0.578170519,167.2278198,0.713595697,0.187517492,0.0943185,0.0943185,0.033585223,0.0943185,0.173195876,0.015691101,0.758333333,-0.153409091,down
ARQL,3/31/2018,0.325581395,0.036363636,0.155405405,0.540540541,Biotechnology,Healthcare,5.417462813,0.853177879,105.8482359,0.505199211,-0.404543258,-0.972692122,-0.972692122,-1.578540358,-0.972692122,-0.919806397,0.000438866,-0.420851194,0.270602219,flat
ARQL,6/30/2018,1.680412371,-0.087719298,0.56626506,1.5,Biotechnology,Healthcare,5.984524952,0.305975628,84.87195389,0.457085351,0.504815409,0.3418211,0.3418211,0.376185612,0.3418211,0.377135426,0.002921045,-0.065748642,0.417910448,flat
ARRY,9/30/2017,0.775280899,-0.028290283,0.125356125,-0.249762583,Biotechnology,Healthcare,5.431113555,0.40122054,840.3466332,0.54884145,-0.017742773,-3.073048295,-3.073048295,-3.288384975,-3.073048295,0.57370673,-0.005945126,-0.193293678,-0.498226557,up
ARRY,12/31/2017,0.828473413,-0.1437751,0.438596491,0.448369565,Biotechnology,Healthcare,6.165432736,0.303957354,551.8362508,0.476753557,0.308076477,-1.297381829,-1.297381829,-1.717852999,-1.297381829,-3.541267621,-0.045603477,-0.342759816,0.323793447,flat
ARRY,3/31/2018,0.309479554,0.070262058,0.299815498,0.737361282,Biotechnology,Healthcare,5.732703405,0.320908919,387.2950308,0.466506508,0.574394464,-0.522731642,-0.522731642,-0.549091696,-0.522731642,0.119206553,-0.004847816,-0.051595116,-0.501144056,up
ARRY,6/30/2018,0.956896552,-0.093209055,-0.163390663,0.223719677,Biotechnology,Healthcare,4.706956041,0.436559981,590.9401019,0.522675535,0.183176061,-2.369127517,-2.369127517,-2.646616541,-2.369127517,0.356372224,0.00366136,-0.165268456,-0.01184114,flat
ARWR,9/30/2017,-0.711375212,0.0625,-0.039548023,-0.065934066,Biotechnology,Healthcare,3.630967847,0.229679541,2.839856866,0.222597678,1,-1.176321406,-1.176321406,-1.231598527,-1.176321406,-0.545303922,-0.336650109,-0.254882227,-0.495918932,up
ARWR,12/31/2017,1.7734375,-0.016620499,0.005665722,1.204968944,Biotechnology,Healthcare,3.871822172,0.193856919,15.59191053,0.20427434,1,-3.935627486,-3.935627486,-3.76055588,-3.935627486,-1.154004325,-0.097896292,-0.132555585,0.172630098,down
ARWR,3/31/2018,1.726829268,0.109126984,0.557103064,2.194285714,Biotechnology,Healthcare,10.15581859,0.079844731,9.144579888,0.104598004,1,-23.12487445,-23.12487445,-22.8945372,-23.12487445,0.834806594,-0.316671777,-0.115152593,-0.041855598,down
ARWR,6/30/2018,3.668674699,0.146449704,0.357267951,1.088948787,Biotechnology,Healthcare,8.680939145,0.069658912,7.514521395,0.098701233,1,-21.88653583,-21.88653583,-21.45525623,-21.88653583,-1.493450778,-0.023914926,-0.160502132,0.153999139,up
ASML,12/31/2017,0.743179122,0.047834096,0.170683131,0.389707621,Semiconductor Equipment & Materials,Technology,2.665340076,0.279514223,322.9317685,0.393685374,0.423293235,0.299172004,0.299172004,0.278823621,0.299172004,0.080301018,0.034328627,-0.037820423,1.358824052,flat
ASUR,9/30/2017,1.49694501,-0.180481283,-0.146239554,0.001633987,Software - Application,Technology,1.386156573,0.753510189,326.4478006,0.646895583,0.781284215,0.028852966,0.028852966,-0.082501449,0.028852966,-0.107595398,0.005637839,-0.240437158,0.846657929,down
ASUR,12/31/2017,0.726067747,-0.0624,0.002566296,-0.217623498,Software - Application,Technology,1.244795261,1.090601185,318.5762346,0.686322924,0.741377058,0.081983277,0.081983277,-0.10092762,0.081983277,0.011801957,0.007130725,-0.262135922,-0.071323889,up
ASUR,3/31/2018,0.623485555,0.323708207,0.173854447,0.675,Software - Application,Technology,1.141007521,1.498786201,262.461925,0.762060161,0.712132201,0.052372565,0.052372565,-0.099720265,0.052372565,-0.076875387,-0.00289189,-0.14025974,0.158482143,down
ASUR,6/30/2018,0.416033755,0.183356841,0.219476744,0.536630037,Software - Application,Technology,1.543922548,0.771946126,303.9458814,0.652721538,0.668305233,0.030780539,0.030780539,-0.173106078,0.030780539,0.449076742,-0.005183,-0.192940552,0.132195122,up
ATEN,3/31/2017,0.519434629,0.003500583,0.12565445,0.099744246,Software - Infrastructure,Technology,2.065418926,1.097077515,374.420761,0.599172002,0.765384998,-0.071724779,-0.071724779,-0.064691637,-0.071724779,0.052485284,-0.01077583,-1.035384615,-6.165137615,up
ATEN,6/30/2017,0.444780635,0.065848214,0.210392902,0.055248619,Software - Infrastructure,Technology,2.053802039,1.065927446,281.2503492,0.58625146,0.763582857,-0.149825849,-0.149825849,-0.154016651,-0.149825849,0.340735151,-0.006140814,-0.680493409,-0.40427945,down
ATEN,9/30/2017,-0.159786951,-0.278032037,-0.339267016,-0.200253485,Software - Infrastructure,Technology,2.062081399,1.06275829,296.2835605,0.588127343,0.775981374,-0.034924046,-0.034924046,-0.043243947,-0.034924046,-0.161978005,-0.007332865,-1.916039157,-0.777392695,up
ATEN,12/31/2017,-0.189427313,0.106766917,0.025069638,-0.091358025,Software - Infrastructure,Technology,2.197894873,0.94247149,293.4469893,0.562452748,0.788090281,0.06897643,0.06897643,0.067860415,0.06897643,0.142762042,0.041297679,0.779086892,-1.246390312,flat
ATHX,9/30/2017,-0.285714286,-0.101796407,0.041666667,0.315789474,Biotechnology,Healthcare,4.71035675,0.244054925,646.754386,0.196176969,-12.63659148,-18.37593985,-18.37593985,-18.15288221,-18.37593985,-0.012750584,-0.054219708,-0.112384371,0.017317288,flat
ATHX,12/31/2017,0.153846154,-0.246861925,0.176470588,0.258741259,Biotechnology,Healthcare,3.093325399,0.431339836,230.542735,0.304140744,-9.370940171,-11.29487179,-11.29487179,-11.1965812,-11.29487179,0.036908173,0.276010571,-0.300763359,-0.008627706,flat
ATHX,3/31/2018,0.614035088,0.12195122,0.033707865,-0.093596059,Biotechnology,Healthcare,5.049874665,0.243393924,831.6932458,0.219942889,-7.30206379,-9.967166979,-9.967166979,-9.526266417,-9.967166979,0.409820224,0.148634532,-0.080059084,-0.301162381,up
ATHX,6/30/2018,0.458333333,0.076923077,0.280487805,0.117021277,Biotechnology,Healthcare,4.732524867,0.260946861,177.1448094,0.228493444,0.479500799,0.346810376,0.346810376,0.357537002,0.346810376,0.068974566,0.256618044,0.284004039,-0.134562842,flat
ATRS,9/30/2017,1.827272727,-0.02507837,0.072413793,0.382222222,Medical Instruments & Supplies,Healthcare,3.340144971,0.485666001,246.0500205,0.541270009,0.433784732,-0.328572918,-0.328572918,-0.362236061,-0.328572918,-0.218160512,-0.01553016,-0.210248067,-0.035421695,flat
ATRS,12/31/2017,0.235294118,-0.496,-0.398089172,-0.322580645,Medical Instruments & Supplies,Healthcare,3.529905295,0.468983814,308.816485,0.548723399,0.493770525,-0.286327252,-0.286327252,-0.26459306,-0.286327252,-0.032825126,-0.055726337,-0.175140216,-0.071462983,down
ATRS,3/31/2018,0.139344262,0.349514563,0.588571429,-0.085526316,Medical Instruments & Supplies,Healthcare,2.935573144,0.639607746,358.9947257,0.604599728,0.434306857,-0.442336456,-0.442336456,-0.487522632,-0.442336456,-0.149322833,-0.010395444,-0.166801227,-0.037153757,down
ATRS,6/30/2018,-0.210702341,0.129186603,0.222797927,0.262032086,Medical Instruments & Supplies,Healthcare,2.330704719,0.97244989,362.6804124,0.666065985,0.508543991,-0.276161559,-0.276161559,-0.31916396,-0.276161559,0.197032868,-0.018531703,-0.246460177,-0.489020479,flat
ATVI,9/30/2017,0.584200099,0.129812787,0.204708098,0.580677045,Electronic Gaming & Multimedia,Technology,2.254499791,0.23969098,200.3213844,0.437464725,0.658838072,0.158838072,0.158838072,0.116192831,0.158838072,0.083333333,0.072119726,0.069148936,-0.182058047,flat
ATVI,12/31/2017,0.536384977,0.037406879,0.055474923,0.215864759,Electronic Gaming & Multimedia,Technology,1.77996178,0.387127457,164.0088106,0.494470268,0.606950563,0.112090064,0.112090064,-0.285854136,0.112090064,0.241247613,0.059103187,-0.089041096,0.704663212,flat
ATVI,3/31/2018,0.679765246,-0.01496334,0.079888451,0.072499185,Electronic Gaming & Multimedia,Technology,2.189955586,0.298095529,80.05852417,0.466271675,0.663104326,0.302798982,0.302798982,0.254452926,0.302798982,0.096607246,-0.082886454,0.186,-0.311909263,flat
ATVI,6/30/2018,0.264572294,0.004358936,-0.089025222,0.020308444,Electronic Gaming & Multimedia,Technology,2.977669903,0.199110767,92.97379647,0.423877937,0.689213894,0.264472882,0.264472882,0.244972578,0.264472882,-0.073913939,-0.044272202,0.291044776,-39.66666667,up
AUY,9/30/2017,-0.568760611,-0.011673152,-0.034220532,-0.19873817,Gold,Basic Materials,0.985129542,0.144192935,26.33563032,0.481647449,0.434535874,0.191933522,0.191933522,0.088163762,0.191933522,-0.055023923,0.004178595,-0.563218391,0.016688919,flat
AUY,12/31/2017,-0.328804348,-0.095238095,-0.046332046,-0.085185185,Gold,Basic Materials,1.075188933,0.180994111,29.42564745,0.49250853,0.447786132,-0.69235589,-0.69235589,-0.411236424,-0.69235589,0.157824043,0.009128823,0.756729304,0.01642451,flat
AVEO,9/30/2017,1.474481905,0.057268722,2.93442623,2.80952381,Biotechnology,Healthcare,2.326759301,-0.400412797,187.8792805,2.068638968,-0.011270048,-0.46662332,-0.46662332,-5.72106632,-0.46662332,-0.887000122,-0.017592861,-0.908285032,-0.977425876,flat
AVEO,12/31/2017,3.819672131,-0.228346457,0.069090909,4.068965517,Biotechnology,Healthcare,1.562165359,-0.78806761,1789.390244,1.812044305,-68.2195122,-97.53658537,-97.53658537,42.67073171,-97.53658537,-0.09398622,0.004353514,-3.333523864,-0.54601227,flat
AVP,9/30/2017,-0.294117647,-0.09919571,-0.277419355,-0.404255319,Household & Personal Products,Consumer Defensive,1.422018349,-1.793418647,136.2635774,1.098817039,0.612075046,0.062914374,0.062914374,0.008816476,0.062914374,0.045194336,0.000543464,7.92,0.198237885,down
AVP,12/31/2017,-0.629107981,0.044052863,-0.21,-0.345303867,Household & Personal Products,Consumer Defensive,1.431969736,-2.151172414,122.0079041,1.066767625,0.610849057,0.097972973,0.097972973,0.058324834,0.097972973,0.2469654,0.016071791,0.284153005,-0.004253509,down
AVP,3/31/2018,-0.611965812,0.013392857,0.207446809,-0.171532847,Household & Personal Products,Consumer Defensive,1.227724469,-2.314954383,128.2673125,1.07493682,0.5844277,0.040043057,0.040043057,-0.014567635,0.040043057,-0.141100324,-0.027164469,-3.256157635,-0.007268951,up
AVP,6/30/2018,-0.460043197,-0.143835616,0.024590164,0.096491228,Household & Personal Products,Consumer Defensive,1.288956346,-1.505713353,119.1197574,1.139547693,0.601153932,0.056808936,0.056808936,-0.026703159,0.056808936,-0.740256815,0.008444457,-1.587257618,0.153846154,down
AVY,9/30/2017,0.294214876,0.067120954,0.139737991,0.289065715,Business Equipment,Industrials,1.128502941,1.782800247,257.4885383,0.784648956,0.26888955,0.115093778,0.115093778,0.064483477,0.115093778,0.098579423,0,0.295475531,0.139990667,flat
AVY,3/31/2018,0.609244274,0.02150444,0.105739327,0.26256322,Business Equipment,Industrials,1.120543865,1.910066991,254.7849583,0.793636966,0.272123396,0.106057194,0.106057194,0.070479622,0.106057194,-0.1968,0,0.293929712,-11.90625,up
AVY,6/30/2018,0.27850558,-0.003403933,-0.119759479,0.05706549,Business Equipment,Industrials,1.103783425,2.063998434,243.3464567,0.802076272,0.270413116,0.11891921,0.11891921,0.051558624,0.11891921,0.131139944,0,0.343096234,0.104909561,flat
AXL,9/30/2017,-0.076745528,0.081081081,-0.0955342,-0.217603912,Auto Parts,Consumer Cyclical,1.721945525,0.896845338,237.4913013,0.821724185,0.172639759,0.099164927,0.099164927,0.049988402,0.099164927,0.107350801,0.00332241,-0.143851508,-0.049156627,flat
AXL,12/31/2017,0.084888621,0.008393956,0.261021693,0.025611838,Auto Parts,Consumer Cyclical,1.598980598,0.791927083,220.0862218,0.804637946,0.169732972,0.097352789,0.097352789,0.06130688,0.097352789,-0.458598726,-0.011540645,-0.991533396,0.360583297,up
AXL,3/31/2018,-0.226470588,-0.171653543,-0.085747393,0.093555094,Auto Parts,Consumer Cyclical,1.596488629,0.802174947,243.1893026,0.79369333,0.170200172,0.104444684,0.104444684,0.048105898,0.104444684,-0.105958321,0.009049844,0.363534676,-0.624813154,flat
AXL,6/30/2018,-0.136582431,-0.102564103,-0.180468304,-0.19336706,Auto Parts,Consumer Cyclical,1.618232335,0.754846389,240.7091378,0.781691882,0.174338471,0.111315693,0.111315693,0.079488663,0.111315693,0.042468856,0.005233864,0.142951688,-0.180224719,up
AXP,9/30/2017,0.33930798,0.041449521,0.137392455,0.10891728,Credit Services,Financial Services,1.917260274,3.721840171,5818.456678,0.874923625,0.70514658,0.242345277,0,0.176677524,0.242345277,-0.163867802,0.01423128,0.564896755,-0.060972772,flat
AXP,12/31/2017,0.532623169,0.041275585,0.078851787,0.150712322,Credit Services,Financial Services,1.767975921,5.122126516,6132.758466,0.899386727,0.694586968,0.245510518,0,-0.153540277,0.245510518,0.205571946,0.026440478,-1.459482038,-0.0538415,flat
AXP,3/31/2018,0.288682411,0.001805778,0.089104592,0.162108693,Credit Services,Financial Services,1.902582463,4.343547647,5337.497484,0.891012247,0.691826009,0.235044169,0,0.182712736,0.235044169,-0.056598911,-0.002687988,0.370257038,-0.045079981,flat
AXP,6/30/2018,0.255442671,0.002106372,-0.055676856,0.034688995,Credit Services,Financial Services,1.9400899,4.089029294,5332.588082,0.886985357,0.690191388,0.221400609,0,0.176489778,0.221400609,-0.008218809,0.00151858,0.593961799,-0.046158919,up
AZN,9/30/2017,0.098026529,-0.018223894,0.109875736,0.243679003,Drug Manufacturers - Major,Healthcare,0.942681325,1.053770492,308.1298139,0.760834224,0.807124519,0.208279846,0.208279846,0.110077022,0.208279846,-0.28592666,0,0.125364431,0.363798484,down
AZN,12/31/2017,0.190782422,-0.036426713,0.148122632,0.070671378,Drug Manufacturers - Major,Healthcare,0.802661295,1.095120321,331.1978536,0.737317296,0.797126536,0.160117708,0.160117708,0.225203393,0.160117708,-0.196149218,0.008884227,-0.735588009,0.228686058,flat
AZN,3/31/2018,0.265850144,-0.008744711,0.018550725,0.158588856,Drug Manufacturers - Major,Healthcare,0.725721207,1.406426636,423.4366551,0.769709707,0.787176516,0.073773658,0.073773658,0.065662418,0.073773658,-0.172046589,0,-0.576470588,7.092857143,flat
AZN,6/30/2018,0.066432543,0.029378531,0.071134627,0.09593985,Drug Manufacturers - Major,Healthcare,0.723736992,1.360300514,390.914646,0.76734481,0.80814743,0.16585839,0.16585839,0.067895247,0.16585839,0.037273338,0,-1.491428571,-6.876923077,flat
BA,9/30/2017,0.598164586,0.062406241,0.15775707,0.323326067,Aerospace & Defense,Industrials,1.178885846,50.10036832,159.8198198,0.98741855,0.177794233,0.108601752,0.108601752,0.076226912,0.108601752,-0.019605555,0.013943602,0.076632488,0.166961131,up
BA,12/31/2017,0.935249182,0.04848246,0.139430285,0.463871003,Aerospace & Defense,Industrials,1.158026622,158.5042254,151.3063702,0.99553789,0.194772942,0.117234311,0.117234311,0.12346263,0.117234311,0.027686372,0.001022617,0.052043423,0.247245179,flat
BA,3/31/2018,1.039681102,0.145129022,0.316813538,0.392848305,Aerospace & Defense,Industrials,1.145779272,61.8101473,197.0644085,0.988568812,0.194936276,0.119621931,0.119621931,0.10593619,0.119621931,0.045262588,0.022342785,0.0484457,-0.499043367,up
BA,6/30/2018,0.807426123,0.000273581,-0.019458268,0.242908404,Aerospace & Defense,Industrials,1.111624317,-53.93823734,190.9561794,1.012138345,0.194657433,0.111344711,0.111344711,0.090526837,0.111344711,-0.136682675,0.009644843,0.056921676,0.166239316,up
GCI,3/31/2018,0.282460137,-0.070189926,0.051353875,0.383292383,Publishing,Consumer Cyclical,1.164204751,0.497139777,160.1943631,0.597827971,0.36789077,0.02930904,0.02930904,-0.000521474,0.02930904,0.173071254,0,0.079575597,0.468251654,down
GCI,6/30/2018,0.154761905,0.057797165,-0.130044843,0.12659698,Publishing,Consumer Cyclical,1.221087765,0.474083216,156.9338969,0.55537282,0.381400116,0.063080212,0.063080212,0.022313511,0.063080212,0.305835615,0,-0.642278916,-1.602002991,up
GD,12/31/2017,0.40042261,0.03287391,0.089489366,0.088426995,Aerospace & Defense,Industrials,1.399190778,1.145518146,390.5768998,0.673714547,0.187024284,0.12492449,0.12492449,0.076839435,0.12492449,0.08749581,0.020753039,0.451257862,0.386203424,flat
GE,9/30/2017,-0.185784015,-0.039236861,-0.118268913,-0.144825376,Diversified Industrials,Industrials,2.194355138,0.850155718,554.281268,0.742107936,0.202387793,0.070516504,0.070516504,0.058609462,0.070516504,-0.328762854,-9.27E-05,-0.712418301,-0.388671875,flat
GE,12/31/2017,-0.188575361,-0.047272727,-0.089926669,-0.202030457,Diversified Industrials,Industrials,2.263745496,0.963210234,512.1905523,0.774080885,-0.097099964,-0.26362595,-0.26362595,-0.290666827,-0.26362595,0.203228818,0.006063713,-1.098423564,-0.05761436,flat
GE,3/31/2018,-0.432268908,-0.033199771,-0.291229543,-0.33582383,Diversified Industrials,Industrials,2.136385777,0.99056452,470.6666085,0.785702119,0.196720167,0.07337753,0.07337753,-0.040020935,0.07337753,-0.942108999,-0.000277218,-0.380993897,-0.286330935,flat
GE,6/30/2018,-0.533666667,0.007925072,-0.165772212,-0.396722725,Diversified Industrials,Industrials,2.188439098,0.908922507,422.834507,0.780814484,0.203428116,0.077398352,0.077398352,0.026574542,0.077398352,-0.334874357,-0.002290399,-2.25,-0.822262118,flat
GERN,9/30/2017,-0.212454212,-0.240282686,-0.16988417,0.033653846,Biotechnology,Healthcare,16.50971524,0.055137891,1150.981595,0.052256574,-11.55214724,-44.44171779,-44.44171779,-42.32515337,-44.44171779,0.332996769,0,-0.319901435,-0.056283906,flat
GERN,12/31/2017,0.124352332,-0.02690583,0.00462963,-0.165384615,Biotechnology,Healthcare,14.72836096,0.062776381,833.1937173,0.059068288,-9.314136126,-40.76439791,-40.76439791,-38.89528796,-40.76439791,0.393694521,0.042664211,-0.281733746,-0.148620925,down
GG,9/30/2017,-0.246448087,0.031413613,-0.050929112,-0.139200999,Gold,Basic Materials,0.99770291,0.093559711,281.1258661,0.36370681,0.469976905,0.113163972,0.113163972,0.12817552,0.113163972,0.483870968,0.010151648,-1.063063063,-0.149206349,down
GG,12/31/2017,-0.172546504,0.014150943,0.007025761,-0.065217391,Gold,Basic Materials,0.910756972,0.088479977,186.992966,0.345907309,0.467760844,-0.866354045,-0.866354045,0.283704572,-0.866354045,0.166666667,-0.004532729,-3.979338843,0.544031311,flat
GG,3/31/2018,-0.205776173,-0.102040816,-0.004524887,0.03692066,Gold,Basic Materials,0.919313305,0.081932625,184.2257683,0.342169789,0.451536643,0.093380615,0.093380615,0.079196217,0.093380615,-0.512195122,-0.005408329,-0.582089552,-0.022140221,up
GG,6/30/2018,-0.028551532,0.013071895,-0.065013405,0.070606293,Gold,Basic Materials,1.007201646,0.069201196,167.5409836,0.346697674,0.442622951,0.036569987,0.036569987,-0.16519546,0.036569987,-0.042372881,-0.007781057,-1.114503817,0.189873418,flat
GGAL,9/30/2017,0.736501778,0.013396226,0.461894393,0.261094154,Banks - Regional - Latin America,Financial Services,0.457553586,5.225557139,425.2457026,0.865304283,1,0.392456261,0,0.224697603,0.392456261,0.379537774,0,-0.209739889,-3.456175639,flat
GGAL,12/31/2017,0.751597908,-0.115982405,0.138836419,0.650424309,Banks - Regional - Latin America,Financial Services,0.526882541,5.927379639,645.6930309,0.879079694,0.904526624,0.568014217,0,0.348867239,0.568014217,0.706836244,0,4.631673175,-0.458729465,flat
GGAL,3/31/2018,0.020892019,-0.266857721,-0.328547167,-0.236615763,Banks - Regional - Latin America,Financial Services,0.334727521,5.634296944,9.535511572,0.858826546,0.962315568,0.338682181,0,0.228307106,0.338682181,-1.458227527,0,-1.725653366,0.708242,flat
GLUU,9/30/2017,0.132231405,0.10483871,0.127572016,0.191304348,Electronic Gaming & Multimedia,Technology,1.087830955,0.685119965,153.7940553,0.419784669,0.638167299,-0.129997042,-0.129997042,-0.143823631,-0.129997042,-0.082206581,0.059969342,-0.148059292,0.803243243,up
GLUU,12/31/2017,1.036649215,0.051351351,0.28807947,0.620833333,Electronic Gaming & Multimedia,Technology,1.035153193,0.863798258,157.7774523,0.48593041,0.313731113,-0.399528749,-0.399528749,-0.493280307,-0.399528749,0.012938335,0.014741677,-0.290090227,0.622474995,flat
GLUU,3/31/2018,0.373493976,-0.070652174,-0.05785124,0.103225806,Electronic Gaming & Multimedia,Technology,1.146028732,0.642041746,154.2632884,0.417534573,0.640656656,-0.082266125,-0.082266125,-0.088479059,-0.082266125,-0.320001656,-0.009740427,-0.992783791,1.097661707,down
GLUU,6/30/2018,0.844537815,0.192934783,0.202739726,0.128534704,Electronic Gaming & Multimedia,Technology,1.161449794,0.734687173,153.8298981,0.443027681,0.640925571,-0.042597541,-0.042597541,-0.048950584,-0.042597541,0.206768751,0.087911584,-1.474971687,0.002453185,up
GLW,9/30/2017,0.484064665,0.062851472,0.125788367,0.227272727,Electronic Components,Technology,2.692985318,0.204102018,244.73341,0.381255784,0.405063291,0.174913694,0.174913694,0.149597238,0.174913694,-0.083829237,0.018112221,-0.194871795,-0.013953488,down
GLW,12/31/2017,0.259865659,0,-0.065981948,0.051506657,Electronic Components,Technology,2.750701153,0.23951336,250.1156617,0.42642031,0.392112249,0.138414865,0.138414865,-0.535456959,0.138414865,0.10470234,0.024906175,-1.277620397,-0.070945946,up
GLW,3/31/2018,0.283733133,0.060371517,0.08044164,0.170940171,Electronic Components,Technology,2.558597663,0.247255015,255.062,0.460087948,0.382,0.1304,0.1304,-0.2356,0.1304,-0.394379845,-0.013121659,-1.432937182,-0.2875,down
GLW,6/30/2018,0.017764619,-0.010079194,-0.207721118,-0.085163007,Electronic Components,Technology,2.229711142,0.2511877,244.7506371,0.466296863,0.390243902,0.143793229,0.143793229,0.268656716,0.143793229,-0.530400395,0.001312659,-0.261517615,0.086713287,flat
GM,9/30/2017,0.11380597,0.047368421,0.056325568,-0.022646658,Auto Manufacturers,Consumer Cyclical,0.936089628,1.937575456,108.6977664,0.810559385,0.126728727,0.058204205,0.058204205,-0.088659549,0.058204205,-0.416856233,0,-1.485407581,-0.588684485,flat
GM,12/31/2017,0.40917603,0.120347395,0.269328085,0.328331862,Auto Manufacturers,Consumer Cyclical,0.894056444,2.196794377,79.00994299,0.829632628,0.134058067,0.069521411,0.069521411,-0.136576959,0.069521411,0.175526222,-0.002053528,-1.133566298,0.227787456,flat
GM,3/31/2018,0.08835673,-0.101567825,-0.071830986,0.121066062,Auto Manufacturers,Consumer Cyclical,0.86361768,2.411685813,108.8862572,0.8378885,0.107897726,0.053851907,0.053851907,0.028975872,0.053851907,-0.029932379,0,-0.183556405,-7.819196429,up
GM,6/30/2018,0.121212121,0.092916547,-0.137001812,-0.155924695,Auto Manufacturers,Consumer Cyclical,0.877434863,2.219175811,95.94654516,0.823290234,0.101686616,0.052829162,0.052829162,0.065016322,0.052829162,0.020203842,0,0.246443515,-0.190597453,flat
