,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
BURL,0.87969923,0.17144,,,1.0,-0.081243,,4.0,1.664,,2.0,168.18,1.008,1534291200,1020.564,0.644,0.577,697816000,0.11123,17.46,1.942,12183668736,USD,,66208019,7.06,23.82153,242074000,40000.0,,,0.41731998,2541815000,0.00894,1.02212,Discount Stores,,,1517616000,,,,1,86400,,,1525478400,415072000,1580688000,16,638876032,0.08168,4.0,1.21,2,101.0697,,0.06616,0.06616,0.152,buy,2.0,0.11896,11.79802,0.128,92.668,,Consumer Defensive,8.0,67612400,0.0301,2032579,1531440000,2226338,0.0348,3.11,196.0,135.0,173.5,177.5,,,83008000,1.241,1135591936,6273461760,5.969,,
BWA,-0.04972136,0.17144,,,2.0,1.994616,,2.0,18.961,,9.0,43.77,1.585,1534291200,53.601,0.3,0.282,1742599936,0.16625999,6.428,1.069,11201483776,USD,,207302886,4.8,9.11875,508575008,29000.0,,,0.21581,2120100000,0.0058,0.95629996,Auto Parts,,,1514678400,1387238400,2/1,,1,86400,,,1530316800,535600000,1577750400,15,1086300032,0.12533,5.0,1.52,2,2.3084226,,0.0511,0.0511,1.131,buy,2.4,0.08612,0.15071,0.127,50.052,,Consumer Cyclical,2.0,208867008,0.0218,4561905,1531440000,5992779,0.024300002,2.38,73.0,36.0,55.67,55.0,,,361900000,1.733,2172999936,10480900096,2.543,,
BX,0.12778974,0.17144,,,,1.62935,,,10.463,,,36.91,1.161,1534291200,71.3,1.184,1.199,,0.0,,5.196,40921399296,USD,,663813903,3.23,11.427244,,2360.0,,,0.80353,5433237000,0.00582,0.5011,Asset Management,,,1514678400,,,,1,86400,,,1530316800,1791427968,1577750400,11,-4687297024,0.52647,,2.12,2,3.5276687,,0.22745001,0.22745001,0.858,buy,1.6,0.1339,0.28901,0.735,11.701,,Financial Services,,667150016,0.008,9613635,1531440000,8512262,0.0147,2.91,49.0,33.0,41.27,42.0,,,1733281024,2.598,10435266560,7876168192,2.661,,
BZUN,0.8656044,0.17144,,,,3.899047,,,5.092,,,53.39,2.124,1534291200,9.019,0.235,0.235,52916748,0.07675,59.765,4.587,3162584832,CNY,,36488427,1.75,30.508572,,3994.0,,,0.36453,,0.0,0.63093,Specialty Retail,,,1514678400,,,,1,86400,,,1530316800,33467512,1577750400,8,,0.06397,,43.89,2,10.485074,,0.04854,0.04854,1.392,buy,2.0,0.06436,0.12401,0.305,12.443,,Consumer Cyclical,,56950900,0.1188,6768410,1531440000,6193890,,3.4,66.63,47.74,59.88,59.17,,,110420552,1.939,26399208,689461504,0.568,,
C,0.04199469,0.17144,,,1.0,1.530104,,3.0,71.946,,6.0,71.24,,1534291200,,0.273,0.16,,0.0,,0.394,25527623680,USD,,2513333825,7.49,9.511349,,205000.0,,,0.0,64277000000,0.00137,0.78936994,Banks - Global,,,1514678400,1304899200,1/10,,1,86400,,,1530316800,-6750000128,1577750400,25,21344999424,0.36194,2.0,0.86,2,0.99018705,,-0.087139994,-0.087139994,,buy,2.1,-0.0029,-0.02536,0.011,24.982,,Financial Services,2.0,2516600064,0.0067000003,16884093,1531440000,18588793,0.0066000004,1.13,101.0,62.0,83.52,84.0,,,698897989632,277.715,505295994880,64839999488,-2.647,,
CAG,0.11009729,0.17144,,,1.0,0.529134,,3.0,9.406,,2.0,36.75,0.83,1534291200,101.576,-0.492,-0.54,1496499968,0.18852,12.052,2.272,18035617792,USD,,387452265,2.38,15.441175,930412480,12400.0,,,0.29728,2359900000,0.00968,0.84341,Packaged Foods,,,1527379200,1478736000,1285/1000,,1,86400,,,1527379200,794099968,1590537600,11,954200000,0.15658,5.0,2.5,2,3.9070804,,0.10184,0.10184,0.304,buy,1.8,0.07585,0.20358999,0.056,19.654,,Consumer Defensive,8.0,391644992,0.0608,23819786,1531440000,23391659,0.069699995,5.09,46.0,38.0,42.82,43.0,,,128000000,0.327,3815800064,7938299904,1.985,,
CAH,-0.22662932,0.17144,,,1.0,1.119349,,3.0,19.608,,2.0,52.19,1.073,1534291200,149.745,,,3016999936,0.022049999,7.784,0.172,23485571072,USD,,307781880,5.47,9.541134,2444000000,50200.0,,,0.05249,7181000000,0.00466,0.86279,Medical Distribution,,,1530316800,987984000,3/2,,1,86400,,,1530316800,256000000,1593475200,15,2768000000,0.01451,2.0,2.09,2,2.6616688,,0.00187,0.00187,0.419,hold,2.8,0.030989999,0.03979,0.072,437.089,,Healthcare,4.0,308828992,0.037100002,11456705,1531440000,9716184,0.0418,2.88,65.0,40.0,54.4,54.0,,,1763000064,5.709,9091000320,136808996864,0.81,,
CAI,-0.13012588,0.17144,,,1.0,2.844414,,8.0,30.036,,9.0,26.99,0.481,1534291200,292.5,0.492,0.606,137332992,0.35645,17.242,6.146,2367879680,USD,,16242455,4.22,6.395735,-351441248,215.0,,,0.44907,148368000,0.13119,0.89132005,Rental & Leasing Services,,,1514678400,,,,1,86400,,,1530316800,90416000,1577750400,4,170558000,0.35079,8.0,0.9,2,0.89858836,,0.23771,0.23771,0.475,buy,1.6,0.03497,0.16527,0.278,19.533,,Industrials,7.0,19102000,0.0581,1120995,1531440000,1250989,0.0721,6.42,40.0,29.0,34.0,33.5,,,40810000,2.136,1839090944,385273984,4.506,,
CAKE,0.28249812,0.17144,,,1.0,0.228761,,4.0,13.892,,1.0,53.17,0.477,1534291200,21.996,-0.218,-0.257,230818000,0.099870004,10.582,1.057,2442439936,USD,,40626987,2.74,19.40511,92909000,39100.0,,,0.41834,963519000,0.07201,1.07622,Restaurants,,,1514851200,1102550400,3/2,,1,86400,,,1530576000,138564992,1577923200,14,265404992,0.05922,3.0,2.01,2,3.8273826,,0.059959996,0.059959996,0.23,hold,2.9,0.06564,0.22112,0.041,50.436,,Consumer Cyclical,7.0,44111300,0.19600001,8983226,1531440000,11425935,0.2395,8.33,61.0,39.0,53.71,54.5,,,29369000,0.666,134790000,2311076096,2.949,,
CALM,0.36185122,0.17144,,,1.0,-0.224599,,10.0,19.603,,6.0,49.45,5.448,1534291200,0.637,,,237924000,0.15831,8.568,1.356,2038433792,USD,,8528334,2.58,19.166668,220718624,3419.0,,,0.24023001,361046000,0.3215,0.67003995,Packaged Foods,,,1527897600,1414972800,2/1,,1,86400,,,1527897600,125932000,1591056000,5,200415008,0.12236,10.0,-2.48,2,2.522573,,0.08379,0.08379,3.866,hold,3.2,0.105270006,0.1402,0.614,31.082,,Consumer Defensive,10.0,43830500,0.09770001,4749524,1531440000,4871544,0.1919,12.54,55.0,40.0,48.0,51.0,,,331016992,6.807,6090000,1502931968,2.6,,
CAR,-0.120524704,0.17144,,,1.0,1.370442,,4.0,4.65,,2.0,31.11,1.281,1534291200,4126.075,7.96,7.667,955000000,0.10533,18.229,1.92,17408468992,USD,,65844442,3.87,8.03876,-421375008,31000.0,,,0.27319,2336000000,0.01853,1.0972,Rental & Leasing Services,,,1514678400,1157414400,1/10,,1,86400,,,1530316800,404000000,1577750400,7,2630000128,0.08724,3.0,0.62,2,6.6903224,,0.04456,0.04456,1.05,buy,2.3,0.02368,1.5538499,0.04,111.457,,Industrials,5.0,79194200,0.1619,12824781,1531440000,10650488,0.2514,5.98,60.0,30.0,46.0,48.0,,,489000000,6.175,15349000192,9066999808,4.875,,
CARA,0.4406047,0.17144,,,2.0,3.223646,,10.0,2.146,,9.0,20.17,3.978,1534291200,,,,-61975000,0.0,-10.557,227.641,654241216,USD,,34556749,-2.2,-9.168181,-6319000,37.0,,,0.0,-47613000,0.03102,0.49263,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,-60582000,1577750400,8,1288000,-21.734169,9.0,,2,9.398882,,0.0,0.0,3.806,buy,1.6,-0.30279,-0.66466004,,0.088,,Healthcare,8.0,39290500,0.1435,5638623,1531440000,6355455,0.2019,6.27,28.0,24.0,26.5,26.5,,,131961000,3.359,0,2874000,-1.846,,
CARS,0.015583396,0.17144,,,,,,,23.522,,,26.91,1.416,1534291200,43.96,-0.483,-0.487,183658000,0.28476998,13.98,3.981,2567607552,USD,,63937176,0.98,27.459183,102778000,1100.0,,,0.77192,,0.0028600001,1.24018,Auto & Truck Dealerships,,,1514678400,,,,1,86400,,,1530316800,186400992,1577750400,5,159820992,0.17679001,,2.68,2,1.1440353,,0.28902,0.28902,1.183,buy,2.3,0.027409999,0.1192,0.076,9.011,,Consumer Cyclical,,69732704,0.2134,14877483,1531440000,16645569,0.2318,16.37,42.5,25.0,31.7,32.0,,,18394000,0.264,722745024,644932992,2.601,,
CASY,0.07109678,0.17144,,,2.0,0.698213,,8.0,34.472,,5.0,114.17,0.781,1534291200,105.944,-0.323,-0.36,486854016,0.06516,11.149,0.726,5427727872,USD,,36183727,4.94,23.111336,-222060368,17917.0,,,0.2368,1769393000,0.01159,0.98392,Grocery Stores,,,1525046400,887673600,2/1,,1,86400,,,1525046400,317903008,1588204800,9,419796992,0.03558,7.0,2.75,2,3.3119633,,0.04255,0.04255,0.294,buy,2.4,0.051209997,0.25827,0.147,197.789,,Consumer Defensive,6.0,36595400,0.088599995,3242689,1531440000,3383742,0.1017,12.9,134.0,96.0,112.67,112.0,,,53679000,1.467,1346699008,7472123904,8.34,,
CAT,0.17568481,0.17144,,,1.0,1.569542,,2.0,25.035,,4.0,138.85,1.365,1534291200,242.083,1.089,1.128,10407000064,0.20334,10.675,2.171,111095889920,USD,,593249659,12.8,10.847656,2057374976,101600.0,,,0.27743998,12035000000,0.0017499999,0.68517995,Farm & Construction Equipment,,,1514678400,1121299200,2/1,,1,86400,,,1530316800,3132000000,1577750400,22,4861000192,0.14836,2.0,0.46,2,5.5462356,,0.0612,0.0612,0.9,buy,2.4,0.06026,0.21598,0.237,85.885,,Industrials,4.0,594324992,0.0201,11921063,1531440000,6926987,0.0217,2.41,210.0,100.0,166.05,170.0,,,7785999872,13.101,36172001280,51178999808,5.176,,
CBOE,-0.0029720664,0.17144,,,2.0,0.534009,,7.0,28.094,,7.0,100.8,0.859,1534291200,38.433,0.217,0.22,781600000,0.29194,15.616,4.559,12205138944,USD,,110642417,4.84,20.826447,548937472,889.0,,,0.42853,995600000,0.00962,0.84790003,Financial Exchanges,,,1514678400,,,,1,86400,,,1530316800,514000000,1577750400,13,551600000,0.21843,6.0,1.56,2,3.5879548,,0.19408001,0.19408001,0.84,buy,2.4,0.06824,0.17317,0.042,23.851,,Financial Services,5.0,111819000,0.021,2351494,1531440000,2605189,0.0274,2.99,120.0,100.0,108.31,108.0,,,271800000,2.431,1214099968,2677299968,4.555,,
CBPO,-0.06442171,0.17144,,,,1.266468,,,33.198,,,89.66,6.248,1534291200,,-0.239,-0.077,150382000,0.35592,18.192,6.475,2735684096,USD,,22668834,5.91,15.1708975,34940540,1871.0,,,0.68162,244889819,0.3145,0.48939,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,64960016,1577750400,9,110828200,0.31353,,1.44,2,2.7007651,,0.15892,0.15892,4.048,buy,1.9,0.07814,0.09161,0.348,13.919,,Healthcare,,37265300,0.035,1163528,1531440000,1231259,0.0478,4.18,132.0,85.1,103.6,102.0,,,366173280,11.015,0,422518016,2.064,,
CBRL,0.0019431114,0.17144,,,1.0,0.296585,,1.0,26.679,,2.0,149.09,1.053,1534291200,62.468,0.041,0.039,385048992,0.12996,9.908,1.288,3814998016,USD,,19033183,9.64,15.465767,154550624,73000.0,,,0.34727,1017872000,0.00915,0.89096,Restaurants,,,1501200000,732758400,3/2,,1,86400,,,1524787200,240159008,1564272000,5,338670016,0.09925,2.0,2.23,2,5.58829,,0.08106,0.08106,0.557,hold,3.0,0.11844,0.38662,0.03,123.342,,Consumer Cyclical,6.0,24003600,0.16209999,3891157,1531440000,4861996,0.2031,13.59,187.0,150.0,161.2,152.0,,,174299008,7.261,400036992,2962778112,9.969,,
CBS,-0.17609572,0.17144,,,2.0,1.183598,,10.0,5.748,,10.0,53.02,1.598,1534291200,454.545,6.334,5.897,3112000000,0.21733,9.49,2.062,29531482112,USD,,334503471,5.86,9.047781,1914625024,12700.0,,,0.37537998,5254000000,0.06953,0.0,Media - Diversified,,,1514678400,1510876800,1/1,,1,86400,,,1530316800,1368999936,1577750400,26,992000000,0.20169,10.0,0.58,2,9.224078,,0.1021,0.1021,1.017,buy,2.3,0.08387999,0.57113,0.064,36.952,,Consumer Cyclical,10.0,338524992,0.0255,9595064,1531440000,10509638,,2.7,95.0,50.0,64.58,64.5,,,252000000,0.67,9850000384,14318999552,3.735,,
CC,-0.13262653,0.17144,,,1.0,2.808343,,8.0,5.773,,1.0,43.6,2.094,1534291200,387.61,0.821,0.745,1652999936,0.24653,6.31,1.556,10430003200,USD,,176144792,6.63,6.5761685,149250000,7000.0,,,0.30634,1754000000,0.0024899999,0.79055,Specialty Chemicals,,,1514678400,,,,1,86400,,,1530316800,1013000000,1577750400,12,953000000,0.20582001,4.0,4.92,2,7.552399,,0.15108,0.15108,1.425,buy,2.1,0.11987001,1.2698799,0.144,36.703,,Basic Materials,4.0,176844992,0.0214,3782069,1531440000,4152705,0.026700001,2.13,68.0,47.0,58.17,60.0,,,1216999936,6.882,3972999936,6704999936,5.364,,
CCI,0.063078165,0.17144,,,1.0,0.335595,,4.0,30.28,,3.0,114.03,0.905,1534291200,126.978,0.17,0.607,2678979072,0.54323,23.495,12.763,62942191616,USD,,413184745,1.71,66.68421,562302528,4500.0,,,0.65251,2791904000,0.0034,0.98186,REIT - Diversified,,,1514678400,,,,1,86400,,,1530316800,392256000,1577750400,17,2224186112,0.26478,6.0,4.29,2,3.765852,,0.102919996,0.102919996,0.608,buy,2.2,0.02871,0.050359998,0.281,12.14,,Real Estate,8.0,414840000,0.0253,10497117,1531440000,10924617,0.0254,4.89,126.0,103.0,117.47,119.0,,,206000000,0.497,15955999744,4931604992,0.955,,
CCJ,0.036962986,0.17144,,,1.0,0.829142,,2.0,9.187,,3.0,10.41,6.155,1534291200,30.905,,,405158816,0.26072,11.361,2.962,4603044352,CAD,,395290076,0.44,23.65909,655156992,2620.0,,,0.36827,804919000,0.81348,0.0,Industrial Metals & Minerals,,,1514678400,1140652800,2/1,,1,86400,,,1530316800,-155615264,1577750400,8,605820224,0.041589998,2.0,6.42,2,1.1331228,,-0.10014,-0.10014,3.203,buy,2.4,0.00686,-0.0414,-0.29,3.926,,Basic Materials,3.0,395792992,0.0194,7696257,1531440000,8505508,,3.43,12.24,7.0,10.86,11.58,,,629412992,1.59,1123865728,1553994496,-0.393,,
CCL,-0.109214485,0.17144,,,1.0,1.113855,,5.0,33.661,,6.0,61.49,0.245,1534291200,41.278,0.5,0.48,5381000192,0.29303,9.777,2.865,52609380352,USD,,404935830,4.76,12.918067,1048499968,99200.0,,,0.41638002,7313000000,0.17206,0.78672,Leisure,,,1512000000,897868800,2/1,,1,86400,,,1527724800,2827000064,1575072000,18,5560000000,0.18684,7.0,1.14,2,1.8267432,,0.15395,0.15395,0.15,buy,2.0,0.0519,0.12056,0.104,25.593,,Consumer Cyclical,9.0,531000000,0.0165,12163970,1531440000,12538858,0.0387,3.69,83.0,58.0,72.68,74.0,,,1053000000,1.481,9879000064,18363000832,3.93,,
CDNS,0.21633506,0.17144,,,1.0,1.221964,,3.0,4.201,,3.0,47.04,1.298,1534291200,54.278,0.08,0.087,466739008,0.23074,28.128,6.49,13128380416,USD,,279275728,1.84,25.565218,355456992,7200.0,,,0.88287,1705642000,0.01166,0.91539,Software - Application,,,1514592000,879724800,2/1,,1,86400,,,1530316800,214748992,1577664000,6,579083008,0.17313999,5.0,2.33,2,11.197333,,0.10616,0.10616,1.21,buy,2.2,0.09129,0.20072001,0.082,7.398,,Technology,7.0,282808000,0.0171,4847347,1531440000,5497892,0.0195,3.2,62.0,46.0,52.5,52.0,,,825382016,2.919,644817984,2022823936,0.771,,
CDZI,-0.041237056,0.17144,,,2.0,-0.625993,,8.0,-3.027,,7.0,9.6,6.534,1534291200,,,,-10902000,0.0,-35.782,890.635,390098304,USD,,20661396,1.1,,-17492124,10.0,,,1.0,437000,0.027560001,0.76251,Utilities - Regulated Water,,,1514678400,1071705600,1/25,,1,86400,,,1530316800,-25070000,1577750400,1,-12018000,-25.4863,6.0,,2,,,0.0,0.0,6.345,buy,2.0,-0.094969995,,0.009,0.019,,Utilities,4.0,24450500,0.14819999,3622511,1531440000,3665332,0.1936,39.36,17.5,17.5,17.5,17.5,,,20237000,0.828,143824992,438000,-1.083,,
CELG,-0.32371932,0.17144,,,1.0,1.346712,,10.0,4.882,,2.0,94.45,1.522,1534291200,620.612,0.051,-0.051,5061000192,0.35838002,16.631,5.96,84168998912,USD,,701492064,10.6,8.910377,3493874944,7467.0,,,0.90575,11709000000,0.0038100001,0.75954,Biotechnology,,,1514678400,1403740800,2/1,,1,86400,,,1530316800,2798000128,1577750400,23,3680999936,0.32106,6.0,0.54,2,19.346579,,0.19813,0.19813,1.223,buy,2.2,0.0889,0.47124,0.166,18.695,,Healthcare,3.0,703363008,0.0225,15805908,1531440000,15863260,0.0218,2.84,163.0,82.0,112.46,110.0,,,3416999936,4.858,21287000064,14122000384,3.596,,
CENX,-0.38861865,0.17144,,,1.0,0.777566,,6.0,9.738,,6.0,12.62,2.893,1534291200,30.032,1.857,1.732,173596992,0.09869,7.105,0.701,1233345664,USD,,49516517,1.95,6.4717946,-13416250,1864.0,,,0.07823,128605000,0.43575,0.56529,Aluminum,,,1514678400,,,,1,86400,,,1530316800,70314000,1577750400,4,18259000,0.05,4.0,0.16,2,1.295954,,0.04302,0.04302,1.083,buy,2.4,0.03498,0.09437,0.209,20.115,,Basic Materials,4.0,87601104,0.0424,3711469,1531440000,3158742,0.0748,2.08,25.0,15.0,20.5,21.0,,,124000000,1.416,256200000,1758979968,0.795,,
CEQP,0.54199994,0.17144,,,,3.35648,,,18.135,,,37.6,1.131,1534291200,74.718,,,276000000,0.06638,18.457,1.225,5094013952,USD,,48571048,0.49,76.73469,-6862500,941.0,,,0.12149999,506200000,0.07591,0.71013,Oil & Gas Midstream,,,1514678400,1448323200,1/10,,1,86400,,,1530316800,-217100000,1577750400,10,283000000,0.022079999,,-42.83,2,2.0733387,,-0.037469998,-0.037469998,0.793,buy,2.1,0.01323,-0.059580002,-0.012,58.896,,Energy,,70775600,0.024500001,1746901,1531440000,2190919,0.0312,3.51,42.0,37.0,39.0,38.5,,,6100000,0.086,1563100032,4158000128,-3.076,,
CERN,-0.04584062,0.17144,,,2.0,1.101914,,7.0,14.831,,6.0,65.11,2.847,1534291200,9.037,-0.038,-0.057,1291533952,0.25084,16.252,4.077,20989984768,USD,,315482291,2.8,23.253572,477107360,26000.0,,,0.84449995,4288181000,0.043319996,0.78300005,Health Information Services,,,1514592000,1372636800,2/1,,1,86400,,,1530316800,843440000,1577664000,19,1420513024,0.16906,7.0,2.26,2,4.3901286,,0.16381,0.16381,2.438,buy,2.2,0.08644,0.18267,0.059,15.518,,Technology,8.0,329004000,0.0209,6861080,1531440000,7403237,0.0216,4.13,80.0,56.0,67.89,70.0,,,885564032,2.692,440915008,5148917248,2.502,,
CF,0.7188126,0.17144,,,1.0,1.356475,,2.0,15.231,,5.0,51.95,2.797,1534291200,74.264,62.0,48.333,1359000064,0.32158002,13.807,4.44,18763640832,USD,,232149565,2.06,25.218447,491500000,3000.0,,,0.15428,430000000,0.061240003,0.21168,Agricultural Inputs,,,1514678400,1434585600,5/1,,1,86400,,,1530316800,589000000,1577750400,17,1042000000,0.109799996,2.0,0.65,2,3.410807,,0.13938,0.13938,2.212,hold,2.6,0.020769998,0.10966,0.157,18.071,,Basic Materials,3.0,233468992,0.0456,10657687,1531440000,13190112,0.0579,4.09,60.0,37.0,49.94,50.0,,,728000000,3.118,4695000064,4225999872,2.515,,
CG,0.10833335,0.17144,,,,1.965337,,,6.451,,,23.2,2.128,1534291200,205.776,-0.051,0.205,950700032,0.29305,10.446,3.061,9930759168,USD,,100533967,3.05,7.606558,734425024,1625.0,,,0.43738,1712100000,0.26670998,0.46513,Asset Management,,,1514678400,,,,1,86400,,,1530316800,194800000,1577750400,11,-918400000,0.27977,,-2.0,2,3.5963416,,0.06553,0.06553,2.126,buy,1.9,0.04697,0.31035,-0.016,32.637,,Financial Services,,101820000,0.003,990955,1531440000,1166478,0.01,1.93,35.0,26.0,29.82,30.0,,,1330599936,13.068,6426999808,3244100096,1.79,,
CHGG,1.3371925,0.17144,,,2.0,0.900787,,5.0,3.423,,10.0,32.38,10.11,1534291200,71.151,,,10766000,0.037469998,324.32,12.152,3491630848,USD,,101352851,0.59,54.88136,42716000,893.0,,,0.72353995,175205000,0.0232,1.09029,Education & Training Services,,,1514678400,,,,1,86400,,,1530316800,-14383000,1577750400,9,58149000,-0.0353,9.0,2.24,2,9.459538,,-0.05006,-0.05006,9.771,buy,2.5,-0.01282,-0.0471,0.318,2.637,,Consumer Defensive,8.0,113960000,0.1102,12557353,1531440000,16099473,0.1191,9.76,32.0,26.0,29.11,30.0,,,465864000,4.088,276577984,287318016,-0.132,,
CHK,0.19946814,0.17144,,,5.0,2.448504,,1.0,-2.127,,10.0,4.43,0.432,1534291200,,,,1984999936,0.21806,8.299,1.81,16473284608,USD,,883811334,0.77,5.753247,-846750016,3200.0,,,0.25530002,2820000000,0.01121,0.59091,Oil & Gas E&P,,,1514678400,1404172800,1057/1000,,1,86400,,,1530316800,494000000,1577750400,21,1894000000,0.09393,9.0,0.39,2,,,0.06492,0.06492,0.37,hold,3.3,0.04405,,-0.014,10.042,,Energy,1.0,898510976,0.1538,140275900,1531440000,147888682,0.1733,4.14,7.0,3.0,4.56,4.0,,,3000000,0.003,9669999616,9102999552,-33.878593,,
CHS,0.054388046,0.17144,,,1.0,0.454227,,1.0,5.139,,2.0,9.12,2.01,1534291200,9.555,-0.264,-0.262,216232000,0.09711,4.097,0.398,885828928,USD,,121758931,0.65,14.030769,152323120,5700.0,,,0.38085,870777000,0.02247,0.98731005,Apparel Stores,,,1517616000,1109116800,2/1,,1,86400,,,1533340800,88254000,1580688000,11,199164992,0.05572,1.0,0.9,2,1.7746643,,0.04062,0.04062,0.924,hold,2.8,0.07279,0.14361,-0.059,17.824,,Consumer Cyclical,2.0,129163000,0.096,12396320,1531440000,11031006,0.127,5.72,12.0,6.5,9.09,9.0,,,239368000,1.919,61250000,2226605056,0.706,,
CHTR,-0.21254587,0.17144,,,2.0,1.246283,,9.0,161.487,,10.0,310.4,0.196,1534291200,158.006,1.212,0.964,15600000000,0.36645,9.692,3.552,151202873344,USD,,132044191,7.24,42.87293,2822249984,94800.0,,,0.55315,22944000000,0.27199,0.75068,Pay TV,,,1514678400,,,,1,86400,,,1530316800,10042000384,1577750400,25,11960999936,0.11404,10.0,1.18,2,1.9221361,,0.23589,0.23589,0.171,buy,2.0,0.0207,0.22309999,0.048,176.199,,Communication Services,5.0,231864000,0.0511,11843652,1531440000,9525515,0.08939999,8.28,515.0,254.0,375.56,380.0,,,773000000,3.334,72117002240,42571001856,36.485,,
CI,0.036195874,0.17144,,,1.0,0.765676,,3.0,60.621,,1.0,188.34,0.833,1534291200,35.881,0.044,-0.009,4967000064,0.11399,9.599,1.094,47679598592,USD,,242276739,15.2,12.390789,4291749888,46000.0,,,0.33664,13754000000,0.02481,0.91972,Health Care Plans,,,1514678400,1181001600,3/1,,1,86400,,,1530316800,2547000064,1577750400,17,4830000128,0.10848,4.0,0.95,2,3.1068442,,0.05845,0.05845,0.438,buy,1.9,0.04733,0.17382,0.101,178.136,,Healthcare,8.0,243364992,0.0355,8638463,1531440000,6165380,0.0357,2.72,258.0,185.0,223.06,225.0,,,3854000128,15.836,5304000000,43574001664,10.255,,
CIEN,0.39211237,0.17144,,,2.0,1.007904,,4.0,12.436,,5.0,31.58,1.97,1534291200,52.85,-0.136,-0.153,317888000,0.10815,13.772,1.489,4378091008,USD,,140456680,1.73,18.254335,231290256,5889.0,,,0.42264,1245786000,0.01075,1.07748,Communication Equipment,,,1509408000,1159142400,1/7,,1,86400,,,1532995200,751388992,1572480000,20,299772000,0.0712,3.0,2.23,2,2.5394018,,0.25563,0.25563,1.576,buy,1.9,0.041139998,0.55183,0.124,20.469,,Technology,2.0,142828000,0.112799995,16111779,1531440000,18023865,0.1263,10.29,37.0,21.0,30.79,30.35,,,955153984,6.677,940174016,2939378944,4.899,,
CIM,-0.013569951,0.17144,,,2.0,0.628992,,2.0,19.518,,5.0,18.63,1.172,1534291200,510.861,0.036,0.027,,0.0,,31.926,21961756672,USD,,180960531,2.22,8.3918915,,38.0,,,0.93823,645328000,0.0073,0.50141,REIT - Diversified,,,1514678400,1428364800,1/5,,1,86400,,,1530316800,566358976,1577750400,5,610051008,0.86197,4.0,-4.55,2,0.95450354,,0.87799,0.87799,1.171,hold,2.7,0.0274,0.16714,-0.292,3.668,,Real Estate,8.0,187006000,0.0162,3035423,1531440000,2334545,0.0163,3.21,20.0,18.0,18.8,19.0,,,220012000,1.176,18647158784,687889984,3.009,,
CL,-0.07096779,0.17144,,,1.0,0.581578,,3.0,-0.603,,8.0,66.41,1.058,1534291200,,0.237,0.216,4462000128,0.28323,14.477,4.1,64594481152,USD,,810372491,3.24,20.496914,2177499904,35900.0,,,0.60118,9355000000,0.00387,0.77603996,Household & Personal Products,,,1514678400,1368662400,2/1,,1,86400,,,1530316800,2200999936,1577750400,19,3046000128,0.25111,4.0,3.24,2,,,0.13971,0.13971,0.624,hold,2.7,0.19600001,,0.016,17.975,,Consumer Defensive,2.0,867739008,0.012,10420050,1531440000,12306432,0.012,2.78,80.0,59.0,69.11,67.0,,,916000000,1.056,6882999808,15754000384,2.498,,
CLDR,-0.225169,0.17144,,,,,,,2.022,,,15.01,1.768,1534291200,0.196,,,-207522000,-0.53134996,-8.572,4.555,1778899840,USD,,117571389,-0.41,-36.609756,29849250,1648.0,,,0.66388,209408000,0.02558,0.8032,Software - Application,,,1517356800,,,,1,86400,,,1525046400,-214515008,1580428800,14,-22884000,-0.55914,,-1.4,2,7.423343,,-0.54925996,-0.54925996,1.685,buy,2.5,-0.26240999,-0.96683,0.29,2.766,,Technology,,148200000,0.0469,6957059,1531440000,7843453,0.0746,5.81,22.0,12.0,17.64,17.5,,,429278016,2.897,0,390553984,-1.519,,
